municipio,codigo,receita_corrente,divida_consolidada,pessoal_encargos,cap_pag_div,eq1_cap_pag_div
Prefeitura Municipal de Bauru - SP,3506003,1128744489.44,329754921,697588971.6900001,.76481664,2.9179425
Prefeitura Municipal de Bebedouro - SP,3506102,270807973.4,54620425,146984921.21,.44111678,2.9073358
Prefeitura Municipal de Bento de Abreu - SP,3506201,19889878.36,19551,10095151.4,.0019960741,2.8929474
Prefeitura Municipal de Bernardino de Campos - SP,3506300,35092575.8,2116785,16125032.48,.11160038,2.8965387
Prefeitura Municipal de Bertioga - SP,3506359,411760166.69,58138303,195533656.74,.26887685,2.9016922
Prefeitura Municipal de Bilac - SP,3506409,29293546.48,0,16008535.45,0,2.8928819
Prefeitura Municipal de Birigui - SP,3506508,363583809.92,68199490,207192870.03,.43608338,2.907171
Prefeitura Municipal de Biritiba-Mirim - SP,3506607,70958152.39,8105463,32030671.64,.20821956,2.8997047
Prefeitura Municipal de Boa Esperança do Sul - SP,3506706,51617389.26,1159573,25397337.57,.044224665,2.894331
Prefeitura Municipal de Bocaina - SP,3506805,42603802.86,1661215,19677776.3,.072459787,2.8952563
Prefeitura Municipal de Bofete - SP,3506904,39713910.91,10366,18250633.55,.00048296445,2.8928978
Prefeitura Municipal de Boituva - SP,3507001,209507654.21,21512997,103075962.43,.20212962,2.8995051
Prefeitura Municipal de Bom Jesus dos Perdões - SP,3507100,83254080.65000001,2161457,44729286.5,.056105606,2.8947203
Prefeitura Municipal de Bom Sucesso de Itararé - SP,3507159,17758645.02,1697106,8560924.77,.18451376,2.8989279
Prefeitura Municipal de Borá - SP,3507209,14332975.04,0,5319122.66,0,2.8928819
Prefeitura Municipal de Boracéia - SP,3507308,24715795.94,0,10465436.74,0,2.8928819
Prefeitura Municipal de Borborema - SP,3507407,52677727.12,4345412,24441894,.15389708,2.8979247
Prefeitura Municipal de Borebi - SP,3507456,19416515.41,432793,9011290.67,.041593816,2.8942449
Prefeitura Municipal de Botucatu - SP,3507506,382292671.84,5352495,151521429.92,.023193942,2.8936419
Prefeitura Municipal de Bragança Paulista - SP,3507605,498732223.66,14662167,220926807.96,.052778549,2.8946114
Prefeitura Municipal de Braúna - SP,3507704,21713703.54,964281,11258368.87,.092228614,2.8959041
Prefeitura Municipal de Brejo Alegre - SP,3507753,22069579.96,0,10683036.26,0,2.8928819
Prefeitura Municipal de Brodowski - SP,3507803,80779290.45,48018639,40302637.49,1.1863292,2.9317539
Prefeitura Municipal de Brotas - SP,3507902,99076811.54000001,87445,44877284.13,.0016133904,2.8929348
Prefeitura Municipal de Buri - SP,3508009,73788789.98,13188503,35743769.75,.34665516,2.9042406
Prefeitura Municipal de Buritama - SP,3508108,75450715.84,0,33621685.38,0,2.8928819
Prefeitura Municipal de Buritizal - SP,3508207,28131254,260000,12444130.5,.016574103,2.893425
Prefeitura Municipal de Cabrália Paulista - SP,3508306,16940666.68,836567,9487936.060000001,.11224973,2.89656
Prefeitura Municipal de Cabreúva - SP,3508405,221032075.61,14277968,89392166.44,.1084623,2.896436
Prefeitura Municipal de Caçapava - SP,3508504,252583090.98,86849343,125869689.8,.68539983,2.9153402
Prefeitura Municipal de Cachoeira Paulista - SP,3508603,93244812.39,35974451,46075715.26,.76266992,2.917872
Prefeitura Municipal de Caconde - SP,3508702,52669293.12,0,23919931.46,0,2.8928819
Prefeitura Municipal de Cafelândia - SP,3508801,66979704.16,18066496,31618860.31,.51091814,2.9096229
Prefeitura Municipal de Caiabu - SP,3508900,17828538.6,4961065,8655816.800000001,.5408498,2.9106038
Prefeitura Municipal de Caieiras - SP,3509007,307100096.1,30616,139916837.38,.00018312839,2.8928878
Prefeitura Municipal de Caiuá - SP,3509106,28031957.24,16155752,15084192.51,1.2477638,2.9337668
Prefeitura Municipal de Cajamar - SP,3509205,488603858.73,175125383,207294782.61,.62253726,2.9132805
Prefeitura Municipal de Cajati - SP,3509254,105911104.35,3280209,48181332.56,.056820057,2.8947437
Prefeitura Municipal de Cajobi - SP,3509304,34215660.59,0,15973149.54,0,2.8928819
Prefeitura Municipal de Cajuru - SP,3509403,73491317.42,6911321,30851270.6,.16208521,2.8981929
Prefeitura Municipal de Campina do Monte Alegre - SP,3509452,23510224.94,0,12445946.67,0,2.8928819
Prefeitura Municipal de Campinas - SP,3509502,4823973654.5,1589844082,2391173203.35,.65350372,2.914295
Prefeitura Municipal de Campo Limpo Paulista - SP,3509601,212978592.24,33479959,106401494.41,.31413841,2.9031751
Prefeitura Municipal de Campos do Jordão - SP,3509700,169487270.45,130318048,77418994.37,1.4154501,2.9392614
Prefeitura Municipal de Campos Novos Paulista - SP,3509809,23335639.19,3160617,10586796.74,.24791403,2.9010053
Prefeitura Municipal de Cananéia - SP,3509908,61970570.63,16306546,25796887.86,.4507848,2.9076526
Prefeitura Municipal de Canas - SP,3509957,21652933.64,2081048,11086649.13,.19695173,2.8993354
Prefeitura Municipal de Cândido Mota - SP,3510005,113197883.11,276800,55697092.43,.0048138467,2.8930397
Prefeitura Municipal de Cândido Rodrigues - SP,3510104,18648805.44,602301,8854261.51,.061493523,2.894897
Prefeitura Municipal de Canitar - SP,3510153,20532419.06,1292927,10037255.53,.12319265,2.8969185
Prefeitura Municipal de Capão Bonito - SP,3510203,140485334.7,26400180,71052458.41,.38022593,2.9053407
Prefeitura Municipal de Capela do Alto - SP,3510302,60958057.69,2595782,29385570.91,.082216583,2.895576
Prefeitura Municipal de Capivari - SP,3510401,204373048.35,44147580,105564158.81,.44679764,2.907522
Prefeitura Municipal de Caraguatatuba - SP,3510500,717312520.74,1502901,276191639.29,.003407005,2.8929937
Prefeitura Municipal de Carapicuíba - SP,3510609,516726712.88,240179834,210691433.59,.78481096,2.9185975
Prefeitura Municipal de Cardoso - SP,3510708,47010003.12,1223944,24834403.98,.055193279,2.8946905
Prefeitura Municipal de Casa Branca - SP,3510807,108566705.84,22170616,51412938.29,.38791171,2.9055924
Prefeitura Municipal de Cássia dos Coqueiros - SP,3510906,18147511.83,2335502,8859618.380000001,.25145659,2.9011214
Prefeitura Municipal de Castilho - SP,3511003,92034091.23,0,44406491.02,0,2.8928819
Prefeitura Municipal de Catanduva - SP,3511102,455726358.23,61790177,233698063.4,.27829865,2.9020009
Prefeitura Municipal de Catiguá - SP,3511201,23430298.11,2853029,12441444.74,.25962937,2.9013891
Prefeitura Municipal de Cedral - SP,3511300,43668270.84,0,19186472.63,0,2.8928819
Prefeitura Municipal de Cerqueira César - SP,3511409,67624551.41,13945003,42062738.26,.54554045,2.9107575
Prefeitura Municipal de Cerquilho - SP,3511508,165044478.58,0,82915056.84999999,0,2.8928819
Prefeitura Municipal de Cesário Lange - SP,3511607,60570643.11,2363103,28064150.65,.072696336,2.8952639
Prefeitura Municipal de Charqueada - SP,3511706,47054553.54,0,21123448.75,0,2.8928819
Prefeitura Municipal de Clementina - SP,3511904,30213197.3,0,12533033.36,0,2.8928819
Prefeitura Municipal de Colina - SP,3512001,89611560.95,0,38863940.68,0,2.8928819
Prefeitura Municipal de Colômbia - SP,3512100,45380023.37,0,21969132.13,0,2.8928819
Prefeitura Municipal de Conchal - SP,3512209,114774192.53,10197524,52751420.89,.16441581,2.8982692
Prefeitura Municipal de Conchas - SP,3512308,57753869.57,8275643,27813798.81,.27640691,2.9019389
Prefeitura Municipal de Cordeirópolis - SP,3512407,160225448.76,5617634,70148185.44,.062364615,2.8949254
Prefeitura Municipal de Coroados - SP,3512506,22669156.65,0,9339464.59,0,2.8928819
Prefeitura Municipal de Coronel Macedo - SP,3512605,25933128.59,5407667,11547746.83,.37591404,2.9051993
Prefeitura Municipal de Corumbataí - SP,3512704,26452474.49,719901,12258449.08,.050718594,2.8945439
Prefeitura Municipal de Cosmópolis - SP,3512803,182194313.79,78735777,91532584.17,.8684566,2.9213383
Prefeitura Municipal de Cosmorama - SP,3512902,31945819.33,0,15821788.31,0,2.8928819
Prefeitura Municipal de Cotia - SP,3513009,884491314.49,76803284,373907802.03,.15042257,2.8978107
Prefeitura Municipal de Cravinhos - SP,3513108,135741976.58,16935192,58293299.77,.21866341,2.9000468
Prefeitura Municipal de Cristais Paulista - SP,3513207,32222113.42,0,14193977.88,0,2.8928819
Prefeitura Municipal de Cruzália - SP,3513306,17565144.62,0,8055061.17,0,2.8928819
Prefeitura Municipal de Cruzeiro - SP,3513405,202685355.84,94074562,101485467.09,.92959154,2.9233415
Prefeitura Municipal de Cubatão - SP,3513504,1036351319.56,633894973,580350597.1799999,1.3901184,2.9384315
Prefeitura Municipal de Cunha - SP,3513603,64805376.51,0,30875044.29,0,2.8928819
Prefeitura Municipal de Descalvado - SP,3513702,121210368.45,5377310,51184153.01,.076789953,2.8953981
Prefeitura Municipal de Diadema - SP,3513801,1151299770.03,626355619,702101935.9299999,1.394387,2.9385712
Prefeitura Municipal de Dirce Reis - SP,3513850,14885925.5,0,7931909.49,0,2.8928819
Prefeitura Municipal de Divinolândia - SP,3513900,37507282.35,4521125,19355194.61,.24906914,2.9010432
Prefeitura Municipal de Dobrada - SP,3514007,23472572.17,197001,10422942.6,.015096291,2.8933766
Prefeitura Municipal de Dois Córregos - SP,3514106,85100412.75,0,32703529.07,0,2.8928819
Prefeitura Municipal de Dolcinópolis - SP,3514205,14458234.87,835400,6107036.01,.10003354,2.8961596
Prefeitura Municipal de Dourado - SP,3514304,36105498.24,1054328,15278593.73,.050623365,2.8945408
Prefeitura Municipal de Dracena - SP,3514403,126684052.1,0,61677087.97,0,2.8928819
Prefeitura Municipal de Duartina - SP,3514502,39461716.94,2302073,18045275.97,.10749092,2.896404
Prefeitura Municipal de Dumont - SP,3514601,32714341.35,3147259,14395348.86,.17180306,2.8985114
Prefeitura Municipal de Echaporã - SP,3514700,27272311.49,0,11544589,0,2.8928819
Prefeitura Municipal de Eldorado - SP,3514809,51810908.26,21125975,23898861.72,.75687659,2.9176822
Prefeitura Municipal de Elias Fausto - SP,3514908,64013386.43,0,28365721.6,0,2.8928819
Prefeitura Municipal de Elisiário - SP,3514924,18594054.59,0,8706432.550000001,0,2.8928819
Prefeitura Municipal de Embaúba - SP,3514957,15652438.65,0,7930535.85,0,2.8928819
Prefeitura Municipal de Embu das Artes - SP,3515004,664437562.6900001,65184909,316260888.52,.18721791,2.8990164
Prefeitura Municipal de Embu-Guaçu - SP,3515103,147517785.2,2835772,81087314.65000001,.042687822,2.8942807
Prefeitura Municipal de Emilianópolis - SP,3515129,16947202.15,868020,8451105.779999999,.10216692,2.8962295
Prefeitura Municipal de Engenheiro Coelho - SP,3515152,61434063.52,1978245,34063619.06,.072276682,2.8952503
Prefeitura Municipal de Espírito Santo do Pinhal - SP,3515186,116880764.61,0,55466223.58,0,2.8928819
Prefeitura Municipal de Espírito Santo do Turvo - SP,3515194,23130424.6,642772,10202204.1,.049718522,2.894511
Prefeitura Municipal de Estrela d'Oeste - SP,3515202,36736589.97,0,20037104.44,0,2.8928819
Prefeitura Municipal de Estrela do Norte - SP,3515301,17667177.34,7181603,9422054.52,.87101227,2.921422
Prefeitura Municipal de Euclides da Cunha Paulista - SP,3515350,30379368.82,5680173,14893321.6,.36679295,2.9049006
Prefeitura Municipal de Fartura - SP,3515400,51575430.32,0,24405439.51,0,2.8928819
Prefeitura Municipal de Fernandópolis - SP,3515509,194773504.39,6917424,108520105.76,.080198854,2.8955097
Prefeitura Municipal de Fernando Prestes - SP,3515608,25962707.39,66277,10626855.3,.0043217032,2.8930235
Prefeitura Municipal de Fernão - SP,3515657,16646664.29,0,7370697.42,0,2.8928819
Prefeitura Municipal de Ferraz de Vasconcelos - SP,3515707,357428823.06,291482362,165245073.11,1.5166858,2.9425786
Prefeitura Municipal de Flora Rica - SP,3515806,15509214.71,0,7334866.05,0,2.8928819
Prefeitura Municipal de Floreal - SP,3515905,18371553.01,280000,11544147.65,.041011188,2.8942258
Prefeitura Municipal de Flórida Paulista - SP,3516002,36714122.49,0,18994531.01,0,2.8928819
Prefeitura Municipal de Florínia - SP,3516101,22384912.8,3479844,9532716.98,.27075872,2.9017539
Prefeitura Municipal de Franca - SP,3516200,780826524.6799999,20147994,358775849.5,.047738329,2.8944461
Prefeitura Municipal de Francisco Morato - SP,3516309,341963568.64,6668452,171340493.69,.039082944,2.8941627
Prefeitura Municipal de Franco da Rocha - SP,3516408,336396976.73,321047,143952414.45,.0016682571,2.8929367
Prefeitura Municipal de Gabriel Monteiro - SP,3516507,16520855.55,0,7728845.46,0,2.8928819
Prefeitura Municipal de Gália - SP,3516606,25325689.06,0,11349032.95,0,2.8928819
Prefeitura Municipal de Garça - SP,3516705,148096292.32,3557409,77833101.92,.050629769,2.894541
Prefeitura Municipal de Gastão Vidigal - SP,3516804,18832180.79,524956,10394800.33,.062217887,2.8949206
Prefeitura Municipal de Gavião Peixoto - SP,3516853,35575487.04,0,12875077.89,0,2.8928819
Prefeitura Municipal de General Salgado - SP,3516903,4240570.28,7349037,28393142.21,-.30427554,2.8829119
Prefeitura Municipal de Getulina - SP,3517000,33022475.52,1164498,16743424.28,.071533531,2.8952258
Prefeitura Municipal de Glicério - SP,3517109,21779406.1,0,10796162.96,0,2.8928819
Prefeitura Municipal de Guaiçara - SP,3517208,27458124.7,13965994,16323168.81,1.2542478,2.9339795
Prefeitura Municipal de Guaimbê - SP,3517307,25212906.58,0,10144361.65,0,2.8928819
Prefeitura Municipal de Guaíra - SP,3517406,183286797.78,5432067,92504006.12,.059835866,2.8948426
Prefeitura Municipal de Guapiaçu - SP,3517505,70479240.05,0,31197329.2,0,2.8928819
Prefeitura Municipal de Guapiara - SP,3517604,52381564.39,1331283,25032208.44,.048676942,2.8944769
Prefeitura Municipal de Guará - SP,3517703,71276679.09,10364453,34114818.61,.27890027,2.9020205
Prefeitura Municipal de Guaraçaí - SP,3517802,33231211.84,533995,15857039.34,.03073499,2.893889
Prefeitura Municipal de Guaraci - SP,3517901,54232909.83,1829970,28723936.58,.071738288,2.8952327
Prefeitura Municipal de Guarani d'Oeste - SP,3518008,15386172.81,3588238,7097708.98,.43291953,2.9070673
Prefeitura Municipal de Guarantã - SP,3518107,25998359.48,1047565,12048093.85,.075092837,2.8953426
Prefeitura Municipal de Guararapes - SP,3518206,101854338.15,16481668,48540821.93,.30914614,2.9030116
Prefeitura Municipal de Guararema - SP,3518305,174778794.11,23175115,52326707.19,.18925864,2.8990834
Prefeitura Municipal de Guaratinguetá - SP,3518404,339074610.44,54183024,158847186.47,.30063695,2.9027328
Prefeitura Municipal de Guareí - SP,3518503,46133644.46,7899376,20298560.28,.30576158,2.9029007
Prefeitura Municipal de Guariba - SP,3518602,117834276.4,0,56063841.79,0,2.8928819
Prefeitura Municipal de Guarujá - SP,3518701,1310567068.46,721093258,587250277.24,.99692595,2.9255478
Prefeitura Municipal de Guarulhos - SP,3518800,4423149922.18,3981024874,2105070233.77,1.7173805,2.9491546
Prefeitura Municipal de Guatapará - SP,3518859,32336001.12,3894270,17823712.34,.26834291,2.9016747
Prefeitura Municipal de Guzolândia - SP,3518909,19954488,436804,9867555.210000001,.043303948,2.8943009
Prefeitura Municipal de Herculândia - SP,3519006,27564328.53,1248119,13775443.08,.090516306,2.8958478
Prefeitura Municipal de Holambra - SP,3519055,89866183.81,2136924,34801179.39,.038807299,2.8941536
Prefeitura Municipal de Hortolândia - SP,3519071,752381802.4299999,146439617,381827526.02,.39519075,2.9058311
Prefeitura Municipal de Iacanga - SP,3519105,50517976.51,1746292,21800924.23,.060810279,2.8948746
Prefeitura Municipal de Iacri - SP,3519204,22142923.9,0,10090849.55,0,2.8928819
Prefeitura Municipal de Iaras - SP,3519253,29029368.88,878124,12669205.31,.053674523,2.8946407
Prefeitura Municipal de Ibaté - SP,3519303,100299262.81,22700270,51084331.41,.46124762,2.9079955
Prefeitura Municipal de Ibirá - SP,3519402,41046702.93,0,20094005.17,0,2.8928819
Prefeitura Municipal de Ibirarema - SP,3519501,28698564.43,4371806,9802184.859999999,.2313568,2.9004626
Prefeitura Municipal de Ibitinga - SP,3519600,169750483.64,2567282,70363479.58,.025831165,2.8937283
Prefeitura Municipal de Ibiúna - SP,3519709,204583517.42,107286021,100510963.98,1.0308772,2.9266603
Prefeitura Municipal de Icém - SP,3519808,35496579.12,3483718,17820945.85,.19709155,2.8993399
Prefeitura Municipal de Iepê - SP,3519907,39609962.74,4051694,17240706.6,.18112779,2.8988168
Prefeitura Municipal de Igaraçu do Tietê - SP,3520004,62878071.33,3601931,32196486.45,.11739716,2.8967288
Prefeitura Municipal de Igarapava - SP,3520103,96513161.16,0,52775594.09,0,2.8928819
Prefeitura Municipal de Igaratá - SP,3520202,40940126.11,1079251,20016329.4,.051580075,2.894572
Prefeitura Municipal de Iguape - SP,3520301,113594699.72,67532807,50029921.08,1.0624249,2.9276941
Prefeitura Municipal de Ilhabela - SP,3520400,960316385.34,0,138650003.3,0,2.8928819
Prefeitura Municipal de Ilha Comprida - SP,3520426,109552265.17,34282552,51316874.59,.58868933,2.9121714
Prefeitura Municipal de Ilha Solteira - SP,3520442,130826708.6,0,70631330.09999999,0,2.8928819
Prefeitura Municipal de Indaiatuba - SP,3520509,1086210354.89,59712850,438283571.26,.092159875,2.8959017
Prefeitura Municipal de Indiana - SP,3520608,16111189.3,4729541,7085978.34,.52403659,2.9100528
Prefeitura Municipal de Indiaporã - SP,3520707,22485466.3,8662069,9801156.6,.68289638,2.9152582
Prefeitura Municipal de Inúbia Paulista - SP,3520806,16977281.46,0,8676712.970000001,0,2.8928819
Prefeitura Municipal de Ipaussu - SP,3520905,51679749.14,5368086,22673090.94,.18506393,2.8989458
Prefeitura Municipal de Iperó - SP,3521002,94344589.47,17368125,45327291.08,.35432646,2.9044921
Prefeitura Municipal de Ipeúna - SP,3521101,32902774.54,37280,13127000.82,.0018851348,2.8929436
Prefeitura Municipal de Ipiguá - SP,3521150,21497396.14,1861489,10648128.2,.17157738,2.898504
Prefeitura Municipal de Iporanga - SP,3521200,24692038.42,0,11540515.12,0,2.8928819
Prefeitura Municipal de Ipuã - SP,3521309,60501016.39,6140266,28579425.49,.19235463,2.8991847
Prefeitura Municipal de Iracemápolis - SP,3521408,83328910.42,43517115,38684272.84,.9747445,2.9248211
Prefeitura Municipal de Irapuã - SP,3521507,24474503.57,0,11899534,0,2.8928819
Prefeitura Municipal de Irapuru - SP,3521606,21906131.07,5360865,10324280.75,.46286774,2.9080486
Prefeitura Municipal de Itaberá - SP,3521705,62963101.15,5264528,26489320.31,.14433733,2.8976114
Prefeitura Municipal de Itaí - SP,3521804,92175007.44,3972798,49367454.3,.092806004,2.8959229
Prefeitura Municipal de Itajobi - SP,3521903,68431233.63,0,32526060.16,0,2.8928819
Prefeitura Municipal de Itaju - SP,3522000,20071780.35,9508,9559697.449999999,.00090448296,2.8929117
Prefeitura Municipal de Itanhaém - SP,3522109,398632315.08,120235112,226860624.76,.69997048,2.9158175
Prefeitura Municipal de Itaóca - SP,3522158,15987586.07,0,7830793.48,0,2.8928819
Prefeitura Municipal de Itapecerica da Serra - SP,3522208,429614969.44,33024816,198080169.77,.14263435,2.8975556
Prefeitura Municipal de Itapetininga - SP,3522307,446185744.03,110178671,226628971.88,.50182313,2.9093249
